target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_intercept,0.08536096448356896,0.09243806782673507,0.007077103343166108,0.18719116552505535,-0.250981067061004,0.4341880076720056,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_slope,1.0347236697885005,1.0407949383463138,0.006071268557813259,0.07132282663426213,0.9154591186503751,1.1856945849972238,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,observed_expected_ratio,1.0196420716542307,1.0217479601386936,0.0021058884844629144,0.0825703664222818,0.8662872130897181,1.1780221299553566,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_observed_prevalence,0.08956343919074475,0.08979173493075729,0.00022829574001254072,0.008880771691328318,0.07336885522450454,0.10630162695767582,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_mean_predicted_probability,0.08783811661031232,0.08786014783256783,2.203122225551135e-05,0.0046806865230357006,0.07882911374664557,0.09695596039834183,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_in_the_large,0.02134491198222488,0.020386171154272062,-0.000958740827952817,0.08914439787819944,-0.15651700132057283,0.18111007405701846,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,survey_weighted_AUROC,0.8547133606527313,0.8547576977541553,4.4337101424041236e-05,0.0170035424682141,0.8233968532330699,0.8857533591267195,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,survey_weighted_PR_AUC,0.39027987563879785,0.39515998453632134,0.004880108897523494,0.03679993991130167,0.32654913149495185,0.4650008105977177,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_Brier,0.06549339561912985,0.06550249489954703,9.099280417174116e-06,0.005093313756020357,0.055558214718602214,0.07534756644117822,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_log_loss,0.22504788870902298,0.22491590832673602,-0.00013198038228695586,0.013789508433098566,0.19797170788004997,0.25124833787946127,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_intercept,0.08536096448356896,0.09243806782673507,0.007077103343166108,0.18719116552505535,-0.250981067061004,0.4341880076720056,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_slope,1.0347236697885005,1.0407949383463138,0.006071268557813259,0.07132282663426213,0.9154591186503751,1.1856945849972238,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,observed_expected_ratio,1.0196420716542307,1.0217479601386936,0.0021058884844629144,0.0825703664222818,0.8662872130897181,1.1780221299553566,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_observed_prevalence,0.08956343919074475,0.08979173493075729,0.00022829574001254072,0.008880771691328318,0.07336885522450454,0.10630162695767582,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_mean_predicted_probability,0.08783811661031232,0.08786014783256783,2.203122225551135e-05,0.0046806865230357006,0.07882911374664557,0.09695596039834183,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_in_the_large,0.02134491198222488,0.020386171154272062,-0.000958740827952817,0.08914439787819944,-0.15651700132057283,0.18111007405701846,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,survey_weighted_AUROC,0.8552307926018752,0.8555020747320382,0.0002712821301630308,0.01002748442353758,0.8363399462827364,0.873905029028317,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,survey_weighted_PR_AUC,0.40593406550552774,0.40885018033290843,0.002916114827380689,0.022691093261111878,0.36403941936685535,0.4524786497073746,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_Brier,0.06271133080315341,0.0626585666717793,-5.276413137411673e-05,0.00398615215545779,0.05512600174256616,0.07027217774023868,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_log_loss,0.21807071144289547,0.21782844849329167,-0.00024226294960380534,0.011421208692173888,0.19611442234643264,0.24016331789100143,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_intercept,0.07639216961158901,0.07934839344389669,0.002956223832307675,0.08890406342296205,-0.08094610594784712,0.23268912200652728,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_slope,1.0265159442158005,1.029373752636573,0.002857808420772434,0.04091449099310851,0.9548625421007324,1.1108088184066822,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,observed_expected_ratio,1.0224617342438933,1.0225048977197253,4.3163475831997644e-05,0.05387141008919502,0.9211920862260944,1.1279379095239825,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_observed_prevalence,0.08628613626099399,0.08630637308156242,2.0236820568425573e-05,0.006538733782434596,0.07394607865081212,0.09872876983422232,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_mean_predicted_probability,0.08439057753569847,0.08434773212720634,-4.28454084921287e-05,0.0033666836009957303,0.07812402047263012,0.09086859600160933,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_in_the_large,0.024285600490296044,0.023023434857578337,-0.0012621656327177072,0.05782171029790648,-0.08915683214709359,0.13270554248859656,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,survey_weighted_AUROC,0.85546767024299,0.8554940060488897,2.6335805899724285e-05,0.017853389848149655,0.8228941976774338,0.8873889346302011,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,survey_weighted_PR_AUC,0.3859634558729905,0.39096184626143327,0.004998390388442742,0.0379887017403185,0.3213493479562135,0.4624541078744638,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_Brier,0.06550702412132171,0.0655065478710745,-4.762502472110963e-07,0.005015657599840294,0.055706327821467,0.07517616400341989,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_log_loss,0.2247586383272235,0.22460935094405107,-0.00014928738317243617,0.013580384319961138,0.1985033912603015,0.2507792616676556,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_intercept,0.07196322543904074,0.07877054833815827,0.006807322899117535,0.1939925338696694,-0.27134080859690135,0.4253845291292207,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_slope,1.0299380556321265,1.0361807488787367,0.006242693246610198,0.07646949184069846,0.9049500092903714,1.1867826899500638,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,observed_expected_ratio,1.01587651556436,1.0179348517176827,0.0020583361533226263,0.0816342816747638,0.8640936824880225,1.1716425494794018,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_observed_prevalence,0.08956343919074475,0.08979173493075729,0.00022829574001254072,0.008880771691328318,0.07336885522450454,0.10630162695767582,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_mean_predicted_probability,0.08816370672865557,0.08818255067710544,1.884394844986481e-05,0.004654027168817589,0.07910590626009222,0.09727933256125156,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2007-2008,2337,288,combined_fasting_weight,calibration_in_the_large,0.017288051313820496,0.016343312584935894,-0.0009447387288846025,0.08847334771437255,-0.15901907567658904,0.17514395609481476,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,survey_weighted_AUROC,0.8523016964006218,0.8524889386176994,0.0001872422170775545,0.011997243817051194,0.8303616318110061,0.8739725656317602,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,survey_weighted_PR_AUC,0.390956005613255,0.3933690181307793,0.0024130125175242934,0.02423902897693305,0.34744625763040093,0.43787861425514707,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_Brier,0.06348169992679412,0.06344300485211203,-3.869507468208522e-05,0.0038716450501980197,0.056168843619014995,0.07100082323431695,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_log_loss,0.22029971778175717,0.22008386181128464,-0.0002158559704725227,0.011026460010196481,0.19953196396520656,0.24191743154721768,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_intercept,0.09490970132687626,0.09566600723143293,0.0007563059045566645,0.10524927862068145,-0.09435420727726902,0.2720456147591542,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_slope,1.034111040381283,1.0360030582254063,0.0018920178441232949,0.04436762059442708,0.9575349140060055,1.1213274538546336,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,observed_expected_ratio,1.0269397675080119,1.0269678369349273,2.8069426915466877e-05,0.0545344995125293,0.9246224253406684,1.1342455174832295,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_observed_prevalence,0.08628613626099399,0.08630637308156242,2.0236820568425573e-05,0.006538733782434596,0.07394607865081212,0.09872876983422232,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_mean_predicted_probability,0.08402258729387535,0.08398307080967428,-3.9516484201071456e-05,0.003352506906585027,0.07764703832411708,0.09049294173558248,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_in_the_large,0.029057522934710533,0.027754496462346744,-0.0013030264723637892,0.05829168271405908,-0.08519391825799258,0.13927692852727236,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
