target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,classification_threshold,classification_threshold_type,survey_weighted_AUROC,survey_weighted_PR_AUC,unweighted_AUROC,unweighted_PR_AUC,weighted_Brier,weighted_log_loss,unweighted_Brier,unweighted_log_loss,calibration_intercept,calibration_slope,observed_expected_ratio,weighted_observed_prevalence,weighted_mean_predicted_probability,calibration_in_the_large,sensitivity,specificity,PPV,NPV,F1,imbalance_setting
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.843839756973267,0.3436707111373422,0.8368816739585843,0.3804449765757645,0.1354793093504705,0.4193423929629931,0.167264756225817,0.4992581948411363,-2.121793262388353,0.9141963555993504,0.2719048614673881,0.0810749535580189,0.2981739757078339,-1.5718220623394177,0.781733746130031,0.7417664670658682,0.2679045092838196,0.9656516443361752,0.3990517581983406,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8366701916223853,0.3505997488874851,0.8377136291828235,0.3919940438785685,0.1389092723155441,0.4272170935467065,0.1684915735531148,0.500584867774125,-2.1292166776228947,0.9222032692650256,0.2683864177481437,0.0815187617743325,0.3037365394951935,-1.5923208336735255,0.7802197802197802,0.7337354588539423,0.2563176895306859,0.9659671015314804,0.3858695652173912,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8366701916223853,0.3505997488874851,0.8377136291828235,0.3919940438785685,0.1389092723155441,0.4272170935467065,0.1684915735531148,0.500584867774125,-2.1292166776228947,0.9222032692650256,0.2683864177481437,0.0815187617743325,0.3037365394951935,-1.5923208336735255,0.7802197802197802,0.7337354588539423,0.2563176895306859,0.9659671015314804,0.3858695652173912,training_count_balanced_class_weights
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8478980412411267,0.3460620877353073,0.842398697187668,0.3900345836755932,0.1305466636506246,0.4096490653420948,0.1618946473613577,0.4893803282100437,-2.099529710103248,0.894982795945361,0.278296288765305,0.0810749535580189,0.2913260321138946,-1.538877932096042,0.7755417956656346,0.7539296407185628,0.2758810572687225,0.9652611403929084,0.4069861900893582,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8386033572043584,0.3524764336803512,0.8396895363720008,0.3949944458400969,0.1376027415308686,0.4235205855864796,0.1672637727588611,0.4971957741026097,-2.120895422483253,0.9324149727204054,0.2699977123207449,0.0815187617743325,0.3019238980717437,-1.5837351454455342,0.7802197802197802,0.7320120637656182,0.2550898203592814,0.9658897100625355,0.3844765342960289,training_count_balanced_class_weights
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.843834916112069,0.346728252992888,0.837287499304796,0.3816767223615981,0.1341399444808561,0.4162885147459679,0.1656606091492643,0.4957230844369076,-2.111973914073591,0.911794249303966,0.2738136920640386,0.0810749535580189,0.296095322870331,-1.561868973772394,0.781733746130031,0.7451347305389222,0.2704874129619711,0.965801600776134,0.4019100676482292,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8425273981412806,0.3514907222862725,0.8454846890865848,0.3942839730575294,0.1319197101576037,0.4126436796434554,0.1608272756320292,0.4863492346281494,-2.096057142318433,0.8991607190284628,0.2779232350503435,0.0815187617743325,0.2933139496579555,-1.5425453058940266,0.7582417582417582,0.7505385609651013,0.2633587786259542,0.963495575221239,0.3909348441926346,training_count_balanced_class_weights
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8408729794031461,0.3684353755056311,0.831461107894229,0.36290070972165,0.1332655170113708,0.413878391714701,0.1594501119592395,0.478427917619954,-2.0074717574637315,0.9242202136649678,0.2944547317320821,0.0872691883059831,0.2963755677914779,-1.4828262609521854,0.7545454545454545,0.759235668789809,0.2679147837314396,0.9636216653193208,0.3954263935207242,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8327038027336371,0.3720379508641906,0.8253835425383542,0.3495047186042944,0.1369739572491241,0.4263316061929334,0.1619115227179074,0.4866657319522375,-1.903388920250112,0.8787775645118191,0.3193629122787827,0.0968836554313234,0.3033653931197571,-1.4010175177778188,0.7447698744769874,0.7600973236009733,0.2652757078986587,0.96241528034504,0.3912087912087911,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8327038027336371,0.3720379508641906,0.8253835425383542,0.3495047186042944,0.1369739572491241,0.4263316061929334,0.1619115227179074,0.4866657319522375,-1.903388920250112,0.8787775645118191,0.3193629122787827,0.0968836554313234,0.3033653931197571,-1.4010175177778188,0.7447698744769874,0.7600973236009733,0.2652757078986587,0.96241528034504,0.3912087912087911,training_count_balanced_class_weights
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8457638740237114,0.3926844567756878,0.8387967573827445,0.3861347177990223,0.1285968940180206,0.4047085064479204,0.1546922800102764,0.4703024493902495,-2.001195340087706,0.9187234773096736,0.299624740898562,0.0872691883059831,0.2912616229362986,-1.4581789930713591,0.7672727272727272,0.7713375796178344,0.2815210140093395,0.9659664982717362,0.4119082479258175,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.83350401336419,0.3716663112762188,0.8255688238707511,0.3446149302942174,0.1373513869350643,0.4270306389415346,0.1616118918923421,0.4854773578697426,-1.9090040945728,0.8761861318882959,0.3190198515918352,0.0968836554313234,0.3036916196528098,-1.4025606974073488,0.7405857740585774,0.7630170316301703,0.2665662650602409,0.9619631901840492,0.3920265780730896,training_count_balanced_class_weights
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.841853413049285,0.3727606145883061,0.8331939779965258,0.3688882135664957,0.1315928216096085,0.4101348380402454,0.1573736429289737,0.4734149137416799,-1.996285971797962,0.9240593474490892,0.2967575884929045,0.0872691883059831,0.2940756755343081,-1.4717726290007391,0.7527272727272727,0.764755838641189,0.2720105124835742,0.963616907437132,0.3996138996138995,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8392060418733692,0.3964784004766829,0.8324832788687659,0.3670127323907984,0.1301631893422682,0.4124033293075409,0.1553599085058101,0.4755599188283319,-1.8865415496660896,0.8624283177579514,0.3292100846859483,0.0968836554313234,0.2942912745936871,-1.3577079819995688,0.7405857740585774,0.7815085158150852,0.2827476038338658,0.9628297362110312,0.4092485549132948,training_count_balanced_class_weights
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8450418192620109,0.3628812663581525,0.8357674104839696,0.385050182372766,0.1401774426393393,0.4292624921728645,0.1611732928353663,0.4805343224495578,-2.0684549023422565,0.9574373050347398,0.2856556489354648,0.088149862833457,0.3085878510085819,-1.529707772658419,0.7504363001745201,0.7508587593453223,0.2585688514732411,0.9629437678154964,0.3846153846153847,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.868034236216582,0.4001702230104723,0.8450064000740248,0.4015374572764338,0.1393954335067926,0.4285351414691664,0.1629715673571051,0.4852496301216269,-2.1536068388168674,1.1133657713437013,0.2795404773640634,0.0889931294844987,0.3183550744552721,-1.564649729976897,0.7745901639344263,0.742238946378175,0.2564450474898236,0.966319657072872,0.3853211009174312,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.868034236216582,0.4001702230104723,0.8450064000740248,0.4015374572764338,0.1393954335067926,0.4285351414691664,0.1629715673571051,0.4852496301216269,-2.1536068388168674,1.1133657713437013,0.2795404773640634,0.0889931294844987,0.3183550744552721,-1.564649729976897,0.7745901639344263,0.742238946378175,0.2564450474898236,0.966319657072872,0.3853211009174312,training_count_balanced_class_weights
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8520461508985204,0.3822986983207656,0.8449472578415016,0.4026098110459872,0.1388945356614447,0.428383838979455,0.1588230051689078,0.4781200650772397,-2.10365064379306,0.9674378809982476,0.2846120793930016,0.088149862833457,0.3097193310328083,-1.535005522608469,0.774869109947644,0.7551020408163265,0.2681159420289855,0.9666321779617176,0.3983849259757739,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.867660678674046,0.3995642375425928,0.8467587094983269,0.4015385452087334,0.1384578928652236,0.4261898941320799,0.1614313393526053,0.4813237119933146,-2.1448893693195945,1.102357728466539,0.2815803059785567,0.0889931294844987,0.3160488414671864,-1.5540015228412654,0.7909836065573771,0.7436500470366886,0.2615176151761517,0.96875,0.3930753564154786,training_count_balanced_class_weights
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.845860135691576,0.3648727952028792,0.8378811168861303,0.3877567744545134,0.1408892099743756,0.4323623134171065,0.1614088890433475,0.4828155239407322,-2.0867640129152165,0.946427549313776,0.2841316399754398,0.088149862833457,0.3102430367877249,-1.537453972146687,0.7696335078534031,0.7512628813901798,0.263755980861244,0.9657142857142856,0.3928730512249443,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8722782140327892,0.4222996668507366,0.8564995450549789,0.4255067958509205,0.1371822079448323,0.4278987199108057,0.158553260937776,0.4801815942366392,-2.1851860926579096,1.0654833529535224,0.2801504248684917,0.0889931294844987,0.317661947242357,-1.561453813792205,0.7909836065573771,0.7563499529633114,0.2714486638537271,0.969258589511754,0.4041884816753927,training_count_balanced_class_weights
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8612705232451702,0.3514578586692067,0.8428854626087933,0.3728592195460479,0.1415803612767465,0.4334690716079629,0.1652471167227981,0.491909423061024,-2.1496615857464576,1.0285281661831602,0.2766155938814524,0.0873010721421241,0.3156043045770523,-1.5729962967231188,0.7956448911222781,0.7434990638651966,0.2781030444964871,0.966991341991342,0.4121475054229935,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8581610205089456,0.3683068013094867,0.8298074732285259,0.3748992849108498,0.1470333044612201,0.4477845892382934,0.1765743048723417,0.5215661330916904,-2.158475175116112,1.0531816301624708,0.2765767764064301,0.0905733473179241,0.3274799442481984,-1.5870492394440374,0.8082706766917294,0.7212121212121212,0.2803129074315515,0.9655172413793104,0.4162633107454017,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8581610205089456,0.3683068013094867,0.8298074732285259,0.3748992849108498,0.1470333044612201,0.4477845892382934,0.1765743048723417,0.5215661330916904,-2.158475175116112,1.0531816301624708,0.2765767764064301,0.0905733473179241,0.3274799442481984,-1.5870492394440374,0.8082706766917294,0.7212121212121212,0.2803129074315515,0.9655172413793104,0.4162633107454017,training_count_balanced_class_weights
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8662459723647056,0.3659750935810407,0.8520858226365164,0.3930871278541229,0.13656559172055,0.4242267702205299,0.1593650749088242,0.4818957933105001,-2.1309421174541487,1.0025420503230178,0.2819424704897678,0.0873010721421241,0.3096414385192544,-1.5452471821030378,0.8023450586264657,0.7557728312877054,0.2897761645493042,0.9685417222074112,0.4257777777777777,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8592857356600114,0.3722093838992563,0.8310663021189337,0.3714255596592498,0.1470302664435097,0.4472856879715354,0.1760977269765302,0.5202724478055524,-2.165415177638959,1.058205332412164,0.2768007465039871,0.0905733473179241,0.3272149676685194,-1.585845845702451,0.8082706766917294,0.7227272727272728,0.281413612565445,0.9655870445344128,0.4174757281553398,training_count_balanced_class_weights
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8621425680491899,0.3609421417204639,0.8444085764095423,0.3861787385253349,0.1417194773916519,0.4346517004751574,0.1649289693060366,0.4921066489990269,-2.161947074005975,1.0209095771208965,0.276007260788748,0.0873010721421241,0.3162999114321964,-1.5762148167730934,0.7956448911222781,0.74537133347202,0.279576221306651,0.9670715249662618,0.4137630662020906,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8667716253572351,0.4059236941225448,0.8437552213868004,0.4133834660830923,0.1403755037573783,0.4337796857972925,0.1684090261408939,0.5060074844618169,-2.149720963452574,1.041542493558578,0.283291273690692,0.0905733473179241,0.3197180984007842,-1.551586750490891,0.7969924812030075,0.7434343434343434,0.2944444444444444,0.9646133682830932,0.4300202839756592,training_count_balanced_class_weights
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8513398531364469,0.3704632800859185,0.8244440237771983,0.3817519957178238,0.14785878642153,0.4496925659467686,0.1871477452307974,0.5489522802590682,-2.064443155129353,0.97419833372441,0.2961171444047944,0.0963747859305344,0.3254616889010297,-1.5093863597545958,0.8080495356037152,0.6986631602016218,0.2751713231418028,0.96256038647343,0.4105387337790012,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.831745376858833,0.3363852067855428,0.8183063263506989,0.3767449447708952,0.1579678178703528,0.4748423157428679,0.1924754744023164,0.5638960243756527,-2.030714771840855,0.8753801363967995,0.2984190360605362,0.0998769339312416,0.3346868726932719,-1.511530315008689,0.8048780487804879,0.695281124497992,0.2756563245823389,0.9611380985426788,0.4106666666666667,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.831745376858833,0.3363852067855428,0.8183063263506989,0.3767449447708952,0.1579678178703528,0.4748423157428679,0.1924754744023164,0.5638960243756527,-2.030714771840855,0.8753801363967995,0.2984190360605362,0.0998769339312416,0.3346868726932719,-1.511530315008689,0.8048780487804879,0.695281124497992,0.2756563245823389,0.9611380985426788,0.4106666666666667,training_count_balanced_class_weights
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.853325671259882,0.3801763294958143,0.830791349724429,0.3971410101630961,0.1440560960812265,0.4423677260448145,0.1824597586883332,0.540873273319199,-2.040571079638453,0.9496418634369436,0.3009361249770766,0.0963747859305344,0.3202499731060061,-1.4855468112754353,0.7863777089783281,0.7120315581854043,0.278814489571899,0.9592559787422498,0.4116693679092383,training_count_balanced_class_weights
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8318404558175003,0.3336929721774078,0.8199068049200284,0.3783934909161066,0.1569627872343537,0.4721990139757369,0.1907193476879052,0.5590120138788707,-2.016207163986946,0.8647060214250375,0.3007770892760835,0.0998769339312416,0.3320629711911485,-1.4997234489874385,0.8013937282229965,0.7018072289156626,0.279126213592233,0.9608247422680412,0.4140414041404139,training_count_balanced_class_weights
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8519192954821875,0.3643684598843267,0.8254431084866902,0.379326009069024,0.1475680673027358,0.4502155995512696,0.1864811824239659,0.5488365116847497,-2.065163780260366,0.9598265470807342,0.29647522298384,0.0963747859305344,0.3250686008786225,-1.5075952624594682,0.8018575851393189,0.7021696252465484,0.2759722962173681,0.9615846338535414,0.4106222750693619,training_count_balanced_class_weights
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8354267693646037,0.3648819341045057,0.8314040132656061,0.4139012163202736,0.1506333393750843,0.4604360489173346,0.1833924219800596,0.5463650795778195,-1.9942592004580864,0.8339414664245817,0.3087249842544012,0.0998769339312416,0.3235142571063805,-1.460924538450323,0.7700348432055749,0.7163654618473896,0.2811704834605598,0.955793703951775,0.4119291705498601,training_count_balanced_class_weights
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8528593830395983,0.4148612844690726,0.8465583135053277,0.442012080244361,0.1209449911982305,0.3820973714315119,0.1511330902576446,0.4532334680654905,-1.85225628756581,1.0926830641458904,0.3146489228281385,0.0895836535532119,0.2847098688532381,-1.3975115726427518,0.7898686679174484,0.7701149425287356,0.3186979560938683,0.9641829229293252,0.4541531823085221,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8393327610351831,0.3899139767694884,0.8332475994513031,0.407403579547178,0.1284981930763802,0.4048040237617842,0.1628917902708053,0.4859484598991475,-1.825277765240937,1.0010760599630837,0.3205070494440192,0.0951024285360095,0.2967249197825223,-1.3899246542733523,0.7731481481481481,0.7481481481481481,0.2904347826086956,0.9611419508326724,0.4222503160556258,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8393327610351831,0.3899139767694884,0.8332475994513031,0.407403579547178,0.1284981930763802,0.4048040237617842,0.1628917902708053,0.4859484598991475,-1.825277765240937,1.0010760599630837,0.3205070494440192,0.0951024285360095,0.2967249197825223,-1.3899246542733523,0.7731481481481481,0.7481481481481481,0.2904347826086956,0.9611419508326724,0.4222503160556258,training_negatives_divided_by_training_positives
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8555672812791224,0.4257224488840896,0.8523655828954398,0.4574549369263311,0.1186655106242432,0.3729438541657894,0.1505408436059951,0.4508050861444823,-1.8551268078434644,0.9867581556711288,0.3277658023287078,0.0895836535532119,0.2733160473628998,-1.3408663065022686,0.7786116322701688,0.7701149425287356,0.3155893536121673,0.962336418767954,0.4491341991341991,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8435615115119155,0.3971838643832987,0.8345164609053498,0.4127395271920046,0.1275929793790283,0.3983747141338601,0.1632890254259109,0.4836843611685874,-1.8217244218544268,0.9681527201812458,0.3283450048280716,0.0951024285360095,0.2896417705084539,-1.355742744628819,0.7731481481481481,0.7438271604938271,0.2869415807560137,0.9609250398724084,0.4185463659147869,training_negatives_divided_by_training_positives
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8539901211895248,0.4090423558202041,0.8475737949245098,0.4328698598302906,0.1199530621335609,0.3802629923076935,0.1498443633317947,0.4507062175119685,-1.8433364052711705,1.09933870946655,0.3155657080900638,0.0895836535532119,0.2838827263437775,-1.3934464270314304,0.7842401500938087,0.7762452107279694,0.3230293663060278,0.9635383639822448,0.4575807334428023,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8509257351292133,0.4382138133875297,0.8470650434385002,0.4569934676448099,0.1247043840388945,0.3935557825609541,0.1570414900779724,0.4692943973902222,-1.8311328679875123,1.0575498583931355,0.3248244589261705,0.0951024285360095,0.2927809957735522,-1.3709517420914237,0.7962962962962963,0.7598765432098765,0.3065953654188948,0.9654901960784312,0.4427284427284427,training_negatives_divided_by_training_positives
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8617055803493865,0.4056455649431483,0.8358668217052421,0.4148734562230038,0.1269431004125164,0.3962787538274987,0.1689690053462982,0.4979452785780536,-2.0088170246317905,1.113842351572862,0.2919681356423899,0.086286136260994,0.2955327165108165,-1.4911861793286776,0.7858197932053176,0.7268704746580853,0.2814814814814815,0.9614259111465816,0.4144916244643553,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8648311705794035,0.4109987131684141,0.8300322650615476,0.4064056142513887,0.1263525584773149,0.397790679465412,0.1710039377212524,0.5065862843567492,-1.9828234758512808,1.0933238349440757,0.3005756624762687,0.0895634391907447,0.2979730243389749,-1.4620081595655252,0.7673611111111112,0.7271839921913128,0.2833333333333333,0.9569685292228644,0.4138576779026217,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8648311705794035,0.4109987131684141,0.8300322650615476,0.4064056142513887,0.1263525584773149,0.397790679465412,0.1710039377212524,0.5065862843567492,-1.9828234758512808,1.0933238349440757,0.3005756624762687,0.0895634391907447,0.2979730243389749,-1.4620081595655252,0.7673611111111112,0.7271839921913128,0.2833333333333333,0.9569685292228644,0.4138576779026217,training_negatives_divided_by_training_positives
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8637070422673633,0.4178656991867459,0.8406380011669485,0.4271713092512669,0.1235731748663003,0.3893713528312246,0.1643262654542923,0.4882039776448333,-1.98987634749384,1.113618530461582,0.295771089331035,0.086286136260994,0.2917328277626899,-1.4728655493462262,0.7769571639586411,0.7373290426387772,0.287117903930131,0.9604401362326436,0.4192905540055799,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8689927879854573,0.416014780322565,0.8338586573396236,0.4089382929615251,0.1257028877292284,0.3955987908100019,0.1702235043048858,0.5041020458926899,-1.987351525489118,1.1128955259211388,0.3010851075445267,0.0895634391907447,0.2974688450092119,-1.4595967775429377,0.7673611111111112,0.7247437774524158,0.2815286624203821,0.9568298969072164,0.4119291705498602,training_negatives_divided_by_training_positives
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8608112495465784,0.4117819653821804,0.8364658928997957,0.4201974159396244,0.1255846534195762,0.3931932371726671,0.166497603058815,0.4922190982728568,-1.9893516176549428,1.1093534396357128,0.2940968514668264,0.086286136260994,0.2933936076861637,-1.4808898207442431,0.7799113737075333,0.7314963797264682,0.2834138486312399,0.9606444796619124,0.415748031496063,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.872236377477115,0.4380459739966386,0.8419554254107694,0.4458230228904354,0.119677684902978,0.3795626787283873,0.1613397300243377,0.4807928563705156,-1.9326390597978784,1.1350718899032453,0.3116008490256158,0.0895634391907447,0.2874300229630696,-1.4110783411815586,0.7604166666666666,0.7408491947291361,0.292,0.9565217391304348,0.4219653179190751,training_negatives_divided_by_training_positives
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.849564907725362,0.3545466261348087,0.8401856310598617,0.3899832877689828,0.1292687254610835,0.4019510543745511,0.1597731113433838,0.4763383786687065,-2.0570860386516534,1.0209325076876834,0.2767827792164277,0.0810749535580189,0.2929190673911945,-1.5465816974813809,0.7832817337461301,0.750935628742515,0.2754491017964072,0.9662894293281964,0.4075714861055175,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8361010443129384,0.3714312004195117,0.8376031551387001,0.4054314644337578,0.1299599700541907,0.4028761208380106,0.1577754616737365,0.4709325017004911,-2.019317103992867,0.99381826608154,0.2792253112629407,0.0815187617743325,0.2919461756730501,-1.535937619861743,0.7728937728937729,0.7509694097371823,0.2674271229404309,0.965650969529086,0.3973634651600753,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8361010443129384,0.3714312004195117,0.8376031551387001,0.4054314644337578,0.1299599700541907,0.4028761208380106,0.1577754616737365,0.4709325017004911,-2.019317103992867,0.99381826608154,0.2792253112629407,0.0815187617743325,0.2919461756730501,-1.535937619861743,0.7728937728937729,0.7509694097371823,0.2674271229404309,0.965650969529086,0.3973634651600753,training_negatives_divided_by_training_positives
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8524081842438332,0.3510608269835791,0.8440725456980777,0.3929771859856437,0.1245599979422651,0.3917628754564701,0.1542495787143707,0.4649147415306722,-2.0211273685772038,1.0046508585759977,0.2838087661162912,0.0810749535580189,0.2856675453245102,-1.5113107087271769,0.7786377708978328,0.7666541916167665,0.2874285714285714,0.9662735849056604,0.4198664440734557,training_negatives_divided_by_training_positives
