comparison,algorithm,cycle,n,events,weight_variable,core_model,extended_model,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
renal,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model1_renal,absolute_slope_deviation_change,-0.012528596759080912,-0.0019286795121304305,0.010599917246950481,0.01368896787580461,-0.02490949836072161,0.026001433503184866,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,delta_AUROC,0.0028764217003444115,0.0026262001413700302,-0.00025022155897438123,0.0020914754141299306,-0.0015380116538653815,0.0064439444179741024,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,delta_PR_AUC,0.015499190822048259,0.015971966726295295,0.00047277590424703655,0.012465932657927267,-0.006998771197183427,0.04144974440949065,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,delta_Brier_improvement,0.0015825039436733052,0.0015554740383919683,-2.70299052813369e-05,0.0005518207119507847,0.0004735630278061874,0.00256820810560471,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,delta_log_loss_improvement,0.00331713424730265,0.00322098899717598,-9.614525012666998e-05,0.0016729143392344996,-5.857628782559744e-05,0.006295017043186171,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,core_calibration_intercept,0.3468511733231403,0.3453927918284867,-0.0014583814946536044,0.10876656226059729,0.13726534391700373,0.5504480607428505,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,extended_calibration_intercept,0.14200625520695054,0.14018535154711673,-0.0018209036598338113,0.11168188092244102,-0.07078416867150103,0.34788607914572617,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,core_calibration_slope,1.0914968823179598,1.092915857972364,0.0014189756544040755,0.05437901732163427,0.9915011326811688,1.2030578804158376,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,extended_calibration_slope,1.00158780653088,1.0025464481673416,0.0009586416364615324,0.05412688820321,0.9018281245007364,1.1102799855952452,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,absolute_intercept_deviation_change,0.20484491811618977,0.19491494439413795,-0.009929973722051816,0.04429829305482684,0.0727501063695069,0.24790625650236908,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2005-2006,4448,533,combined_mec_weight,model0_core,model1_renal,absolute_slope_deviation_change,0.08990907578707974,0.04996073956016154,-0.0399483362269182,0.056468603229755124,-0.08739453323792795,0.11048834808896173,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,delta_AUROC,0.0017032643142096404,0.0018318476042728223,0.00012858329006318185,0.0026036561356012804,-0.0027465920163640854,0.007275976901699729,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,delta_PR_AUC,0.0205958060592758,0.020426197277716426,-0.00016960878155937442,0.009530661077122141,0.003126120467704093,0.039193607092353595,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,delta_Brier_improvement,0.0008831172126543552,0.0009039771179410392,2.0859905286684075e-05,0.00042184875513542305,0.00010963970737226005,0.0017355808128615324,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,delta_log_loss_improvement,0.0019450993761292168,0.00198356294334401,3.846356721479323e-05,0.0013756924585802185,-0.0006399946526379325,0.004724757628000415,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,core_calibration_intercept,0.221208351089792,0.2203500114445778,-0.0008583396452142011,0.09250141365257293,0.04242702135195014,0.38623396769634927,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,extended_calibration_intercept,0.22549470716651135,0.22702781943884617,0.0015331122723348245,0.0873986568481282,0.05950128740664751,0.380683017619893,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,core_calibration_slope,1.1048125532757327,1.1059755566462353,0.0011630033705025689,0.043133355554804825,1.0273592189335534,1.1894589867050251,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,extended_calibration_slope,1.1037839752213279,1.1063642201167896,0.002580244895461714,0.04552999899798634,1.0250766541377823,1.193335302388633,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,absolute_intercept_deviation_change,-0.004286356076719344,-0.006597111753902373,-0.0023107556771830287,0.02134084911648312,-0.05079705592824838,0.031417786951367786,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2007-2008,5649,677,combined_mec_weight,model0_core,model1_renal,absolute_slope_deviation_change,0.0010285780544048162,-0.0003892276035615935,-0.0014178056579664097,0.014910504498343675,-0.03235317674834274,0.02587633755948039,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2009-2010,5990,646,combined_mec_weight,model0_core,model1_renal,delta_AUROC,0.0018395386169133277,0.0017255058351115626,-0.00011403278180176506,0.001698910338642636,-0.001635842632719811,0.005070775332092948,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,xgboost,2009-2010,5990,646,combined_mec_weight,model0_core,model1_renal,delta_PR_AUC,-0.003985475162491925,-0.005081051463916971,-0.0010955763014250464,0.007763399714033936,-0.01976010769615701,0.010679632260855079,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
